region,var_name,value
Australia tropical,CMIA,97.56736305
Australia Tasmania,MAT,10.98555576
Australia Tasmania,MTCO,6.303333426
Australia Tasmania,MTWA,15.68666696
Australia Tasmania,MAP,646.5866773
Australia Tasmania,CMIA,96.14094322
Australia east coast,MAT,17.87111143
Australia east coast,MTCO,12.0433335
Australia east coast,MTWA,23.11666711
Australia east coast,MAP,1017.470019
Australia east coast,CMIA,95.74762736
Australia south coast,MAT,13.55111132
Australia south coast,MTCO,9.733333492
Australia south coast,MTWA,17.62333361
Australia south coast,MAP,812.0000141
Australia south coast,CMIA,95.51806241
Australia above 500m,MAT,12.47083355
Australia above 500m,MTCO,5.733333461
Australia above 500m,MTWA,19.12000039
Australia above 500m,MAP,879.803346
Australia above 500m,CMIA,94.22192164
Australia tropical,MAT,24.44277815
Australia tropical,MTCO,20.75000057
Australia tropical,MTWA,27.04666697
Australia tropical,MAP,2039.563373
Australia tropical,CMIA,97.35351849
Australia Tasmania,MAT,11.88555578
Australia Tasmania,MTCO,7.293333483
Australia Tasmania,MTWA,16.79000034
Australia Tasmania,MAP,660.3900121
Australia Tasmania,CMIA,95.66288136
Australia east coast,MAT,18.10722254
Australia east coast,MTCO,12.44000022
Australia east coast,MTWA,23.31000035
Australia east coast,MAP,1206.153355
Australia east coast,CMIA,96.60790675
Australia south coast,MAT,13.44166692
Australia south coast,MTCO,8.670000188
Australia south coast,MTWA,18.20666726
Australia south coast,MAP,660.203345
Australia south coast,CMIA,93.6388592
Australia above 500m,MAT,14.36388916
Australia above 500m,MTCO,8.420000172
Australia above 500m,MTWA,19.936667
Australia above 500m,MAP,793.0166796
Australia above 500m,CMIA,95.56998734
Australia tropical,MAT,24.09361153
Australia tropical,MTCO,19.41333383
Australia tropical,MTWA,27.40333385
Australia tropical,MAP,1769.283362
Australia tropical,CMIA,96.8910199
Australia Tasmania,MAT,10.82222241
Australia Tasmania,MTCO,6.223333422
Australia Tasmania,MTWA,15.44333366
Australia Tasmania,MAP,539.5933418
Australia Tasmania,CMIA,95.08728802
Australia east coast,MAT,18.10722254
Australia east coast,MTCO,12.44000022
Australia east coast,MTWA,23.31000035
Australia east coast,MAP,1206.153355
Australia east coast,CMIA,96.60790675
Australia south coast,MAT,13.44166692
Australia south coast,MTCO,8.670000188
Australia south coast,MTWA,18.20666726
Australia south coast,MAP,660.203345
Australia south coast,CMIA,93.6388592
Australia above 500m,MAT,15.23888915
Australia above 500m,MTCO,10.60333344
Australia above 500m,MTWA,19.60000044
Australia above 500m,MAP,888.0200134
Australia above 500m,CMIA,96.09405918
Australia tropical,MAT,26.26361155
Australia tropical,MTCO,25.98666674
Australia tropical,MTWA,26.5100001
Australia tropical,MAP,3945.023372
Australia tropical,CMIA,99.067348139999993
Australia Tasmania,MAT,13.00305582
Australia Tasmania,MTCO,9.063333575
Australia Tasmania,MTWA,17.2566671
Australia Tasmania,MAP,717.1000129
Australia Tasmania,CMIA,95.47761819
Australia east coast,MAT,21.62111149
Australia east coast,MTCO,17.01000048
Australia east coast,MTWA,25.43333378
Australia east coast,MAP,1277.980023
Australia east coast,CMIA,95.86795829
Australia south coast,MAT,14.26388915
Australia south coast,MTCO,9.600000254
Australia south coast,MTWA,19.12666702
Australia south coast,MAP,608.2900114
Australia south coast,CMIA,93.59077634
Australia above 500m,MAT,16.58472253
Australia above 500m,MTCO,11.28000021
Australia above 500m,MTWA,21.30666695
Australia above 500m,MAP,1062.166684
Australia above 500m,CMIA,96.30691982
Australia Tasmania,MAT,13.43166691
Australia Tasmania,MTCO,8.846666876
Australia Tasmania,MTWA,18.08000037
Australia Tasmania,MAP,701.6833437
Australia Tasmania,CMIA,95.50984535
Australia east coast,MAT,21.62111149
Australia east coast,MTCO,17.01000048
Australia east coast,MTWA,25.43333378
Australia east coast,MAP,1277.980023
Australia east coast,CMIA,95.86795829
Australia south coast,MAT,13.17666691
Australia south coast,MTCO,8.733333429
Australia south coast,MTWA,17.93333375
Australia south coast,MAP,851.5900159
Australia south coast,CMIA,95.91237127
Australia above 500m,MAT,16.37111142
Australia above 500m,MTCO,10.42333352
Australia above 500m,MTWA,21.73666706
Australia above 500m,MAP,1034.803353
Australia above 500m,CMIA,96.02855293
Australia Tasmania,MAT,13.00305582
Australia Tasmania,MTCO,9.063333575
Australia Tasmania,MTWA,17.2566671
Australia Tasmania,MAP,717.1000129
Australia Tasmania,CMIA,95.47761819
Australia east coast,MAT,21.62111149
Australia east coast,MTCO,17.01000048
Australia east coast,MTWA,25.43333378
Australia east coast,MAP,1277.980023
Australia east coast,CMIA,95.86795829
Australia south coast,MAT,8.967500144
Australia south coast,MTCO,2.56333338
Australia south coast,MTWA,15.69000025
Australia south coast,MAP,1218.366683
Australia south coast,CMIA,96.13994028
Australia above 500m,MAT,16.58472253
Australia above 500m,MTCO,11.28000021
Australia above 500m,MTWA,21.30666695
Australia above 500m,MAP,1062.166684
Australia above 500m,CMIA,96.30691982
Australia Tasmania,MAT,13.00305582
Australia Tasmania,MTCO,9.063333575
Australia Tasmania,MTWA,17.2566671
Australia Tasmania,MAP,717.1000129
Australia Tasmania,CMIA,95.47761819
Australia east coast,MAT,22.3802782
Australia east coast,MTCO,17.97333393
Australia east coast,MTWA,25.88333371
Australia east coast,MAP,1187.140019
Australia east coast,CMIA,95.39425285
Australia south coast,MAT,13.90638914
Australia south coast,MTCO,8.660000197
Australia south coast,MTWA,19.20000044
Australia south coast,MAP,704.2033457
Australia south coast,CMIA,96.07061275
Australia Tasmania,MAT,12.29583352
Australia Tasmania,MTCO,8.103333537
Australia Tasmania,MTWA,16.46000029
Australia Tasmania,MAP,551.1966757
Australia Tasmania,CMIA,94.72662511
Australia east coast,MAT,20.03305583
Australia east coast,MTCO,14.63000018
Australia east coast,MTWA,24.52000027
Australia east coast,MAP,1233.350022
Australia east coast,CMIA,96.2319428
Australia Tasmania,MAT,13.00305582
Australia Tasmania,MTCO,9.063333575
Australia Tasmania,MTWA,17.2566671
Australia Tasmania,MAP,717.1000129
Australia Tasmania,CMIA,95.47761819
Australia east coast,MAT,20.45416694
Australia east coast,MTCO,15.13333352
Australia east coast,MTWA,24.836667
Australia east coast,MAP,1182.573354
Australia east coast,CMIA,96.03999188
Australia Tasmania,MAT,13.00305582
Australia Tasmania,MTCO,9.063333575
Australia Tasmania,MTWA,17.2566671
Australia Tasmania,MAP,717.1000129
Australia Tasmania,CMIA,95.47761819
Australia east coast,MAT,20.45416694
Australia east coast,MTCO,15.13333352
Australia east coast,MTWA,24.836667
Australia east coast,MAP,1182.573354
Australia east coast,CMIA,96.03999188
Australia east coast,MAT,20.45416694
Australia east coast,MTCO,15.13333352
Australia east coast,MTWA,24.836667
Australia east coast,MAP,1182.573354
Australia east coast,CMIA,96.03999188
Australia east coast,MAT,20.03305583
Australia east coast,MTCO,14.63000018
Australia east coast,MTWA,24.52000027
Australia east coast,MAP,1233.350022
Australia east coast,CMIA,96.2319428
