MAT,MTCO,MTWA,MAP
26.71833367,22.45666676,29.66333376,1405.916693
27.18694484,23.16000042,30.06333364,1382.063357
27.57888931,23.60666701,30.56000036,1371.730021
27.76666708,23.81666711,30.76666717,1380.840021
27.66888927,24.32000046,30.37666696,1343.646693
27.72916708,24.62000027,30.28333384,1308.156689
28.04250044,25.21666705,30.51666724,1359.233355
28.01888927,25.61333377,30.22000039,1508.406692
27.92972259,25.94000034,29.84000041,1975.810037
26.72694489,25.24666716,28.35333385,2564.446711
25.1561115,24.11000036,26.57666702,2864.376716
26.98888924,25.90333379,28.386667,3047.696717
27.43916702,26.38333371,28.78333378,2946.276723
27.73833371,26.16666711,29.34000041,1935.58003
27.02305599,26.17666747,27.79000034,2345.656705
26.3552781,25.68000081,26.99000022,2741.190049
27.07888927,26.28000031,27.79666697,2603.150039
27.34277816,26.48666693,28.09333381,2237.850039
27.72750042,27.09000053,28.39333375,2437.730045
27.51055596,27.00666701,27.99666691,2438.590043
27.86222259,27.20666707,28.40333373,2497.610041
27.87166704,27.30333385,28.40666701,2552.473379
27.66583374,27.20333373,28.10333385,2615.790051
27.64277817,27.086667,28.10333379,2358.806701
27.59416706,26.95333354,28.08666712,2478.246712
27.58055593,26.94333356,28.06000042,2314.296707
27.33638925,26.74000034,27.73666706,2812.283376
26.95083369,26.32666708,27.29666697,3071.340056
24.99611152,24.50666695,25.33333365,2913.983382
25.43750035,24.986667,25.7733338,3093.436724
25.48722259,25.16333383,25.84333388,2943.156716
25.15194482,20.78666706,27.56666717,1979.316698
26.46583372,22.14333369,29.06000023,1934.246701
26.63833375,22.25666726,29.45000038,1712.43336
26.21694481,21.85333379,29.16000042,1496.463365
26.86222255,22.66666711,29.86333364,1410.980026
27.42166703,23.5033336,30.36333364,1438.986691
27.63361149,24.01333364,30.57333374,1447.556693
27.6611115,24.4133337,30.48333378,1437.100024
27.5219448,24.62000027,30.18000037,1431.99336
27.79944481,25.1133337,30.31333376,1473.000027
27.90972259,25.51333364,30.21333364,1583.356696
28.01416705,25.936667,30.04000053,1808.420023
26.86055596,25.24666716,28.55333366,2063.180045
27.31861152,25.83666706,28.86000054,2245.540036
27.09527816,25.79333356,28.49000047,2363.550038
27.22194482,25.98333378,28.59000041,2456.083373
27.48361148,25.87000046,29.0733338,1931.006702
27.40888932,26.66666743,28.08000043,2611.030039
27.46500041,26.76666698,28.08000043,2529.026704
27.62722257,27.0033336,28.28666693,2439.586707
27.51694483,26.89666697,28.09000047,2486.570036
27.6183337,26.99666697,28.1966671,2526.320036
27.65583375,27.18333378,28.09333381,2576.826714
27.6313893,27.07666708,28.08000049,2424.726703
27.65083373,27.05666701,28.16333376,2497.026712
27.57083373,26.93333359,28.04333381,2566.293375
27.43250039,26.84333381,27.92000039,2522.900044
27.26250037,26.61666705,27.67333368,2847.556712
26.93583367,26.40000044,27.29333382,2621.300045
25.49527817,24.98333365,25.87333387,2828.236714
25.39277813,24.96000035,25.75666707,3033.900053
25.98805594,25.62666715,26.32333374,2961.140048
23.09083374,18.88333378,25.536667,2114.476708
25.51916708,21.29000053,27.97666689,2197.763372
26.40666707,22.15666707,29.15333379,2103.876703
26.29861153,21.75666726,29.46000042,1646.126695
26.4952782,22.26666724,29.56333364,1505.170024
27.22694477,23.49333363,30.16000029,1557.520029
27.54055591,24.20333373,30.37333361,1580.896694
27.54333375,24.5033336,30.28333384,1578.160026
27.72027812,24.90666707,30.38333365,1573.133364
27.56666703,25.00666695,30.11333357,1578.413364
27.74305593,25.31333377,30.11666692,1612.240028
27.91166709,25.74333382,30.03333384,1669.500029
27.86833373,25.93666706,29.64000041,1694.596701
27.93138926,26.23333378,29.47000033,1621.686695
27.80611154,26.29333356,29.27333387,1772.390034
27.78222259,26.37333374,29.27333387,2045.730036
27.77416701,26.46333383,29.23666693,2213.190035
27.65638927,26.13666706,29.15000025,1947.013369
27.72444484,26.29000041,29.10666707,2004.160037
27.70333374,26.33666712,29.09333362,2061.403365
27.34444488,26.66333396,27.97333374,2425.356706
27.42305593,26.78333365,28.07666708,2430.47004
27.42555596,26.79000041,27.98333378,2489.090046
27.51583373,26.886667,28.08000049,2525.013373
27.78694477,27.1533336,28.36666692,2599.590046
27.57083376,26.94666703,28.05333379,2358.863374
27.55888928,26.93333365,28.03000049,2386.700042
27.50722259,26.82333374,28.00000044,2566.780044
27.37777815,26.72000046,27.78666706,2555.186714
27.18555596,26.59333362,27.57000033,2643.386712
26.90666702,26.37666708,27.2733338,2550.513385
25.72333371,25.25666707,26.06000029,2624.330045
26.67416707,26.23666712,27.03333378,2644.733382
22.54861145,18.0966671,25.23333378,2201.936703
24.10777818,19.82000058,26.5800003,2252.113366
25.73472254,21.41000036,28.29333375,2199.723371
26.17388925,21.81000055,28.96666711,1949.01003
26.6225004,22.60666701,29.47000046,1803.660027
26.94361148,23.49333356,29.77000039,1783.850032
27.4069448,24.38333352,30.14000028,1785.533363
27.3880559,24.69000041,30.17000039,1772.423365
27.44166704,24.90000045,30.17333374,1710.420024
27.69027818,25.11000042,30.41000029,1670.54003
27.61750036,25.21000036,30.11000023,1655.413362
27.73277812,25.51333357,29.91333364,1616.966692
27.82388926,25.83000031,29.7300003,1546.710028
28.11416705,26.32333368,29.78000043,1456.683358
28.07305592,26.37666702,29.6800003,1570.103359
27.94222261,26.46333383,29.53333384,1842.546697
27.86500037,26.44333382,29.53666719,2043.563373
27.80805591,26.53666693,29.33333359,2184.780037
27.82944478,26.62333355,29.27666702,2274.416708
27.64055595,26.27333368,28.986667,2056.333367
27.60333378,26.93333365,28.14000053,2603.643382
27.45916707,26.84000047,27.92000039,2359.260037
27.50638926,26.82000052,28.00333373,2312.360044
27.50111149,26.82000046,27.96666724,2243.166706
27.4294448,26.80666707,27.85666707,2330.550046
27.30500042,26.69333381,27.75000038,2477.906716
27.26861149,26.67666715,27.73000043,2310.210041
27.0400004,26.55666701,27.4133337,2076.053373
25.96416703,25.53000037,26.50000051,3042.196718
27.14138928,26.66666717,27.6300005,3189.23339
25.09250037,20.12000039,28.20333366,2289.043373
23.67861154,19.2133337,26.49333369,2302.123374
24.84166702,20.52000027,27.49000047,2296.28337
25.70472262,21.56000048,28.16666705,2183.273362
26.19555591,22.26333357,28.57000039,2088.163374
26.45083376,22.85666714,28.97000046,2033.640033
27.02166708,23.76333357,29.56333364,2019.650033
26.9872226,24.17666715,29.56666686,1939.8967
27.36138924,24.89666723,30.07666683,1842.356704
27.4761115,24.90000057,30.20333366,1779.453364
27.43555593,25.0033336,30.01333376,1721.696695
27.52027815,25.31000048,29.81666711,1650.086697
27.70944483,25.72000052,29.73333371,1585.156696
27.84138931,26.11000042,29.67333374,1563.326692
27.97638924,26.36333377,29.76666711,1651.910033
27.95611145,26.44333382,29.73000024,1828.013358
27.85166704,26.32666702,29.6233338,1992.60003
27.91861146,26.63666681,29.41000054,2120.140037
27.87222257,26.60666676,29.37000046,2205.560055
27.29916703,26.7133337,27.70666707,2846.440049
27.35611149,26.70333379,27.79666684,2738.003378
27.4036115,26.71000042,27.87000033,2535.120043
27.45666703,26.80000051,27.84000047,2244.943376
27.43694484,26.78666719,27.84000047,2157.660035
27.42111148,26.76000054,27.82333374,2195.463374
27.37250037,26.76000035,27.81000042,2173.306701
27.29944481,26.74333388,27.68000031,2098.930033
27.08666701,26.41666686,27.67333355,3053.103376
26.55666704,25.99666697,27.0566672,3181.770055
27.18583375,26.75666707,27.58333384,3257.100059
25.91722264,24.98666712,26.68000037,2577.753385
25.87000036,20.61333376,29.41333364,2331.023374
24.54805593,19.69666697,27.79666703,2387.340041
23.70611148,19.21666705,26.70000038,2392.116709
24.49611146,20.13000049,27.31000016,2356.113371
24.89972257,20.84000034,27.26666679,2286.083364
25.70166703,21.95333379,27.82666715,2208.150039
23.44416704,20.44333381,25.46333376,2096.026701
26.59750035,23.6533336,28.87333361,2034.810032
27.00861153,24.47666715,29.48000049,1930.980031
27.24833376,24.686667,29.81000035,1853.643362
27.01527816,24.59666697,29.51333383,1789.893365
27.4058337,25.20000038,29.61000042,1713.120035
27.42222259,25.51333364,29.42666702,1665.620025
27.54361151,25.89000034,29.34666703,1683.456696
27.73305596,26.24000028,29.52666721,1766.140027
27.90972256,26.49000028,29.71666692,1902.510032
28.03750035,26.51333364,29.80000025,2004.316709
27.84833376,26.51000048,29.42666721,2094.180036
27.54222256,26.02666702,28.83000037,2015.513334
27.47722265,26.64333381,28.22000039,2383.006707
27.48444487,26.80666714,28.01000042,2624.19671
27.31777815,26.70000044,27.79333356,2453.290041
27.31166705,26.70333385,27.76666692,2490.550043
26.99805592,26.30333366,27.56000036,3079.856718
27.31555589,26.87666702,27.74666697,1963.850032
26.10194494,25.73666706,26.57666721,4403.063416
26.73138924,26.11666705,27.23333365,3245.926718
25.23416704,20.286667,28.90000032,2511.243377
23.72722262,19.19666716,27.01000048,2493.183374
22.73861151,18.71333383,25.42000046,2371.670042
23.34055591,19.72333361,25.45666701,2275.350044
23.76000042,20.5066672,25.58333371,2172.503371
25.10888928,22.11333383,27.04000034,2064.736703
25.45138923,22.83333352,27.53000037,1965.113372
26.86722259,24.45333373,29.10333385,1886.810036
26.92805592,24.67333374,29.11000042,1819.53336
26.82805592,24.78000062,28.81000035,1765.490032
27.02527818,25.18333371,28.92666708,1738.83336
27.10777814,25.52000052,28.84666703,1768.463365
27.36166704,25.75666707,29.12666702,1856.150038
27.66000037,26.15333373,29.4133337,1976.500041
27.72416703,26.23000037,29.3966671,2022.733333
27.46166703,25.81000016,28.71666698,1975.756667
27.32222261,26.69333388,27.74666703,2245.566702
27.26305592,26.57666702,27.71333364,2761.566713
27.45722261,26.95333366,27.91000048,2205.283364
25.48777815,25.12000033,25.94000047,3545.416725
26.30333362,25.98000043,26.71333357,3269.566722
26.79916701,22.28333371,29.61666705,1914.836699
25.37083372,20.27000033,29.40666714,2585.710042
22.93027818,18.77666696,26.01333376,2422.076712
20.75694483,17.42000017,23.02000052,2266.766701
22.84750039,19.52333374,24.93000037,2173.550041
24.34333369,21.23666693,26.24666703,2070.426698
25.23861149,22.39000034,26.94666691,1969.430039
26.21944485,23.59333394,28.03666712,1887.723371
26.68722259,24.33000049,28.5233338,1823.833368
25.65583372,23.62333393,27.32333361,1790.776695
24.67527814,22.99666716,26.20666701,1794.213361
26.23388929,24.4733338,27.82666715,1813.093357
26.8597226,25.12666702,28.42333374,1881.96
26.95305596,25.31000048,28.50333385,1960.67
27.36500036,25.4966671,28.58333371,1970.52
27.36833364,26.82333361,27.84000028,1972.390034
25.53833376,25.11000029,25.92666721,2251.690042
24.76277812,24.39000047,25.20333354,3052.223388
25.88027813,25.46666717,26.39000041,3019.58339
26.74722257,22.586667,29.30666695,1978.296703
24.46972261,20.07333374,27.91000048,2398.450042
22.88000034,19.08333371,25.71000042,2276.850047
21.51666702,18.26333364,23.82666696,2164.830032
22.16527814,19.1533336,24.32666708,2056.566702
23.24833373,19.86333376,25.27666702,1966.816701
25.1488893,21.68000037,27.19000041,1873.486699
26.24750036,23.30666701,28.10666701,1807.453361
25.38277815,23.17333387,26.92333368,1791.13337
23.90305595,22.07333374,25.17666715,1809.48669
23.83555593,22.14000034,25.08333371,1844.453333
24.73472258,23.09000034,26.06666705,1891.89
26.92694484,25.05666707,28.38666712,1936.093333
27.21416703,26.67000046,27.64333369,2978.756724
27.52472259,26.85000044,28.01000048,2783.276721
27.31444475,26.7133337,27.73333346,1587.186695
25.43527813,24.99666716,25.82333368,2215.436703
23.79638921,23.4800003,24.20000019,3194.673395
25.19583376,24.68000037,25.78333359,2951.516719
25.08138926,21.27666702,27.41000042,2064.840035
25.82305596,21.68333365,29.10333392,2221.353376
23.52694478,19.96000054,26.31333357,2126.780042
21.78333373,17.55666707,24.26000035,2036.036704
22.31472259,17.55666701,24.76666698,1943.503371
24.41027819,19.05333379,27.07333374,1833.746697
24.29361147,19.85666714,26.57333387,1793.900032
24.46000037,21.37333368,26.27333355,1783.993355
22.72527815,20.76000042,24.12666708,1821.97
22.46166701,20.78333371,23.68000024,1860.516667
25.84333375,23.84666691,27.26000042,1875.913333
26.92416707,24.88666706,28.15666707,2004.54
27.03722261,26.17000046,27.83333371,2557.470052
27.44916703,26.29000047,28.24333362,2573.246719
27.54916705,26.85333385,28.04333375,2745.773389
27.32277815,26.62666702,27.79666697,2819.163378
27.76833368,27.11666711,28.22666683,2960.896722
26.47361151,25.98666712,26.91000048,2709.870049
25.57583377,25.26666692,25.993334,3173.656716
26.71666702,26.37000033,27.16333351,3388.753398
25.64361149,20.6133337,28.8066672,2019.760029
26.1094448,21.47333374,29.30000032,2055.633367
24.32944482,18.45666695,27.46666711,1948.606697
24.30361149,17.22333374,27.56000042,1846.230032
24.19777815,16.93333378,27.3633337,1775.76669
24.93194482,18.83333378,27.76666692,1737.286687
24.34111145,20.43666712,26.45666695,1763.176667
22.28861147,19.9300003,23.82666708,1827.85
23.9747226,21.93333365,25.3966671,1843.87
26.22055593,24.08000037,27.65000038,1868.813333
27.17000037,26.50333366,27.69333375,2849.113381
27.29861144,26.70666701,27.88333352,2840.516721
27.10750042,26.67666715,27.60000038,2337.213372
26.33444484,26.06000048,26.7800003,3396.78338
27.02000041,26.66000035,27.4666673,3223.300062
25.72972264,21.29000041,28.72333393,2161.960034
26.3641671,23.11333383,28.20666714,2078.340037
26.5066671,23.39666697,28.20333392,2064.913372
26.07166702,15.70666691,30.25666714,1666.760001
26.29444485,18.80000057,29.64333381,1688.166667
25.81500032,21.39333375,28.33333359,1734.046667
26.41972259,23.64000041,28.39000028,1768.02
25.28194483,22.93000043,26.54333362,2071.46
27.08388929,26.51000042,27.4800003,2900.060055
26.95888928,26.4966671,27.38000024,2972.470056
26.74055596,26.39333381,27.08333397,3047.63005
27.24472262,26.88000062,27.6733338,2986.613379
27.43777813,26.99333375,27.87000027,3110.616721
27.53000047,26.88000049,28.06000048,2871.916719
27.55472266,26.86333376,28.16000048,2859.513382
27.71527812,27.36000042,28.18000011,2885.576721
25.87527816,25.5466671,26.37666708,4377.393404
27.14277814,26.73333371,27.64000028,2787.280044
24.92250034,20.09333362,28.04666691,2102.133375
26.52055595,25.99333375,26.95666695,3375.570063
26.5575004,26.19666697,26.96000029,3257.880059
26.35027813,26.086667,26.65333385,3086.93338
26.87138926,26.58000043,27.2466671,3047.140054
27.34722259,26.97333374,27.74333375,3169.193389
27.37250038,26.95666701,27.84333362,3427.290058
27.53888933,26.83666706,28.14333375,2924.530056
27.58305594,26.92666702,28.13000037,2916.726719
27.56444485,27.14333369,27.96333383,2841.196715
25.22500036,24.84000053,25.6533336,3683.346738
27.06083373,26.6300003,27.52666708,2554.773379
26.53916702,25.88333365,27.12000046,3911.290063
25.71194484,25.29333375,26.1233338,3719.410061
25.93833373,25.75000038,26.21666717,3296.886719
26.51305596,26.23000043,26.81666705,3128.300059
27.04361148,26.72333368,27.41666686,3116.690049
27.07000042,26.74000034,27.51000035,3387.190054
27.18222259,26.81333364,27.60666707,3497.193401
27.24944486,26.90333379,27.59333381,3065.776727
27.22472263,26.87666702,27.67000046,2789.66005
27.25750042,26.86333383,27.66000048,2646.783377
27.68055595,27.33000049,28.07666721,2838.093378
25.21666704,24.8233338,25.63333365,2496.146718
26.36611152,25.92666708,26.82333374,2331.300037
26.68250039,26.02333374,27.20333366,2479.923382
26.93722259,26.25666701,27.586667,3100.976724
25.95444478,25.56333383,26.38333365,3849.713402
26.07222258,25.82666708,26.38666693,3475.750061
26.5602782,26.21666717,26.88333365,3247.843385
26.57166704,26.21000029,26.8800003,3153.79672
26.90388927,26.62666696,27.26666724,3211.633388
26.97944476,26.69333362,27.36333351,3218.566728
26.86222267,26.58666712,27.26000048,3067.436718
27.12861143,26.87333368,27.45666701,2827.923383
27.26444484,26.93666706,27.64666716,2616.493382
27.52638927,26.91666698,28.02666708,2977.073384
27.49583371,27.06000029,28.06000042,2972.743398
27.17055595,26.62000046,27.66000042,2656.916719
26.95055595,26.51333376,27.45333379,2319.053369
26.84583368,26.32000046,27.33666674,2199.850039
26.42888922,25.70666701,26.8833339,2467.403371
26.73472263,26.05333385,27.37333355,3605.140058
26.34277812,25.75666701,26.87666689,3863.456739
25.90305591,25.55000051,26.27000058,3899.183398
26.20944479,25.91666705,26.57000033,3682.973395
26.56277814,26.2966671,26.86000023,3363.133397
26.59722259,26.28333371,26.86000029,3172.966721
26.04694482,25.86000042,26.35666688,3211.883395
26.17611146,25.98333384,26.4533336,3183.090058
